"listCategory","listName","ensembl_gene_id","plotName"
"NetPath","Prolactin","ENSMUSG00000040270","Bach2"
"NetPath","Prolactin","ENSMUSG00000057329","Bcl2"
"NetPath","Prolactin","ENSMUSG00000053175","Bcl3"
"NetPath","Prolactin","ENSMUSG00000022508","Bcl6"
"NetPath","Prolactin","ENSMUSG00000017146","Brca1"
"NetPath","Prolactin","ENSMUSG00000070348","Ccnd1"
"NetPath","Prolactin","ENSMUSG00000034024","Cct2"
"NetPath","Prolactin","ENSMUSG00000056501","Cebpb"
"NetPath","Prolactin","ENSMUSG00000026450","Chit1"
"NetPath","Prolactin","ENSMUSG00000032578","Cish"
"NetPath","Prolactin","ENSMUSG00000070803","Cited4"
"NetPath","Prolactin","ENSMUSG00000022512","Cldn1"
"NetPath","Prolactin","ENSMUSG00000022949","Clic6"
"NetPath","Prolactin","ENSMUSG00000028719","Cmpk1"
"NetPath","Prolactin","ENSMUSG00000049796","Crh"
"NetPath","Prolactin","ENSMUSG00000050232","Cxcr3"
"NetPath","Prolactin","ENSMUSG00000028447","Dctn3"
"NetPath","Prolactin","ENSMUSG00000031530","Dusp4"
"NetPath","Prolactin","ENSMUSG00000019960","Dusp6"
"NetPath","Prolactin","ENSMUSG00000037742","Eef1a1"
"NetPath","Prolactin","ENSMUSG00000027954","Efna1"
"NetPath","Prolactin","ENSMUSG00000035105","Egln3"
"NetPath","Prolactin","ENSMUSG00000038418","Egr1"
"NetPath","Prolactin","ENSMUSG00000021492","F12"
"NetPath","Prolactin","ENSMUSG00000022358","Fbxo32"
"NetPath","Prolactin","ENSMUSG00000033487","Fndc3a"
"NetPath","Prolactin","ENSMUSG00000024661","Fth1"
"NetPath","Prolactin","ENSMUSG00000028268","Gbp3"
"NetPath","Prolactin","ENSMUSG00000025858","Get4"
"NetPath","Prolactin","ENSMUSG00000056888","Glipr1"
"NetPath","Prolactin","ENSMUSG00000027944","Hax1"
"NetPath","Prolactin","ENSMUSG00000005413","Hmox1"
"NetPath","Prolactin","ENSMUSG00000046434","Hnrnpa1"
"NetPath","Prolactin","ENSMUSG00000021270","Hsp90aa1"
"NetPath","Prolactin","ENSMUSG00000023944","Hsp90ab1"
"NetPath","Prolactin","ENSMUSG00000026864","Hspa5"
"NetPath","Prolactin","ENSMUSG00000003541","Ier3"
"NetPath","Prolactin","ENSMUSG00000020053","Igf1"
"NetPath","Prolactin","ENSMUSG00000048583","Igf2"
"NetPath","Prolactin","ENSMUSG00000018899","Irf1"
"NetPath","Prolactin","ENSMUSG00000000078","Klf6"
"NetPath","Prolactin","ENSMUSG00000033863","Klf9"
"NetPath","Prolactin","ENSMUSG00000062901","Klhl24"
"NetPath","Prolactin","ENSMUSG00000026000","Lancl1"
"NetPath","Prolactin","ENSMUSG00000030246","Ldhb"
"NetPath","Prolactin","ENSMUSG00000057604","Lmcd1"
"NetPath","Prolactin","ENSMUSG00000020105","Lrig3"
"NetPath","Prolactin","ENSMUSG00000042622","Maff"
"NetPath","Prolactin","ENSMUSG00000071369","Map3k5"
"NetPath","Prolactin","ENSMUSG00000022324","Matn2"
"NetPath","Prolactin","ENSMUSG00000008035","Mid1ip1"
"NetPath","Prolactin","ENSMUSG00000022706","Mrpl40"
"NetPath","Prolactin","ENSMUSG00000064363","mt-Nd4"
"NetPath","Prolactin","ENSMUSG00000019982","Myb"
"NetPath","Prolactin","ENSMUSG00000034868","Myl12b"
"NetPath","Prolactin","ENSMUSG00000029655","N4bp2l2"
"NetPath","Prolactin","ENSMUSG00000048616","Nog"
"NetPath","Prolactin","ENSMUSG00000020826","Nos2"
"NetPath","Prolactin","ENSMUSG00000032939","Nup93"
"NetPath","Prolactin","ENSMUSG00000000959","Oxa1l"
"NetPath","Prolactin","ENSMUSG00000051285","Pcmtd1"
"NetPath","Prolactin","ENSMUSG00000020205","Phlda1"
"NetPath","Prolactin","ENSMUSG00000010760","Phlda2"
"NetPath","Prolactin","ENSMUSG00000055491","Pprc1"
"NetPath","Prolactin","ENSMUSG00000034006","Pqlc1"
"NetPath","Prolactin","ENSMUSG00000032301","Psma4"
"NetPath","Prolactin","ENSMUSG00000006998","Psmd2"
"NetPath","Prolactin","ENSMUSG00000048776","Pthlh"
"NetPath","Prolactin","ENSMUSG00000026594","Ralgps2"
"NetPath","Prolactin","ENSMUSG00000022400","Rbx1"
"NetPath","Prolactin","ENSMUSG00000039153","Runx2"
"NetPath","Prolactin","ENSMUSG00000026927","Sdccag3"
"NetPath","Prolactin","ENSMUSG00000068856","Sf3b4"
"NetPath","Prolactin","ENSMUSG00000057719","Sh3rf2"
"NetPath","Prolactin","ENSMUSG00000037541","Shank2"
"NetPath","Prolactin","ENSMUSG00000044461","Shisa2"
"NetPath","Prolactin","ENSMUSG00000037762","Slc16a9"
"NetPath","Prolactin","ENSMUSG00000036298","Slc2a13"
"NetPath","Prolactin","ENSMUSG00000037935","Smarce1"
"NetPath","Prolactin","ENSMUSG00000020027","Socs2"
"NetPath","Prolactin","ENSMUSG00000053113","Socs3"
"NetPath","Prolactin","ENSMUSG00000038485","Socs7"
"NetPath","Prolactin","ENSMUSG00000027351","Spred1"
"NetPath","Prolactin","ENSMUSG00000039218","Srrm2"
"NetPath","Prolactin","ENSMUSG00000029911","Ssbp1"
"NetPath","Prolactin","ENSMUSG00000027828","Ssr3"
"NetPath","Prolactin","ENSMUSG00000020115","Tbk1"
"NetPath","Prolactin","ENSMUSG00000025544","Tm9sf2"
"NetPath","Prolactin","ENSMUSG00000023010","Tmbim6"
"NetPath","Prolactin","ENSMUSG00000030650","Tmc5"
"NetPath","Prolactin","ENSMUSG00000034947","Tmem106a"
"NetPath","Prolactin","ENSMUSG00000026321","Tnfrsf11a"
"NetPath","Prolactin","ENSMUSG00000027692","Tnik"
"NetPath","Prolactin","ENSMUSG00000017607","Tns4"
"NetPath","Prolactin","ENSMUSG00000032501","Trib1"
"NetPath","Prolactin","ENSMUSG00000025171","Ubtd1"
"NetPath","Prolactin","ENSMUSG00000063882","Uqcrh"
"NetPath","Prolactin","ENSMUSG00000043614","Vps37d"
"NetPath","Prolactin","ENSMUSG00000016458","Wt1"
"NetPath","EGFR1","ENSMUSG00000026782","Abi2"
"NetPath","EGFR1","ENSMUSG00000028937","Acot7"
"NetPath","EGFR1","ENSMUSG00000022407","Adsl"
"NetPath","EGFR1","ENSMUSG00000015961","Adss"
"NetPath","EGFR1","ENSMUSG00000075232","Amd1"
"NetPath","EGFR1","ENSMUSG00000024659","Anxa1"
"NetPath","EGFR1","ENSMUSG00000046532","Ar"
"NetPath","EGFR1","ENSMUSG00000029378","Areg"
"NetPath","EGFR1","ENSMUSG00000027247","Arhgap1"
"NetPath","EGFR1","ENSMUSG00000019947","Arid5b"
"NetPath","EGFR1","ENSMUSG00000006269","Atp6v1b1"
"NetPath","EGFR1","ENSMUSG00000022508","Bcl6"
"NetPath","EGFR1","ENSMUSG00000036478","Btg1"
"NetPath","EGFR1","ENSMUSG00000040084","Bub1b"
"NetPath","EGFR1","ENSMUSG00000013629","Cad"
"NetPath","EGFR1","ENSMUSG00000007655","Cav1"
"NetPath","EGFR1","ENSMUSG00000000058","Cav2"
"NetPath","EGFR1","ENSMUSG00000028252","Ccnc"
"NetPath","EGFR1","ENSMUSG00000070348","Ccnd1"
"NetPath","EGFR1","ENSMUSG00000038416","Cdc16"
"NetPath","EGFR1","ENSMUSG00000006699","Cdc42"
"NetPath","EGFR1","ENSMUSG00000006728","Cdk4"
"NetPath","EGFR1","ENSMUSG00000028969","Cdk5"
"NetPath","EGFR1","ENSMUSG00000009555","Cdk9"
"NetPath","EGFR1","ENSMUSG00000023067","Cdkn1a"
"NetPath","EGFR1","ENSMUSG00000033022","Cdo1"
"NetPath","EGFR1","ENSMUSG00000047501","Cldn4"
"NetPath","EGFR1","ENSMUSG00000026034","Clk1"
"NetPath","EGFR1","ENSMUSG00000030707","Coro1a"
"NetPath","EGFR1","ENSMUSG00000031827","Cotl1"
"NetPath","EGFR1","ENSMUSG00000032060","Cryab"
"NetPath","EGFR1","ENSMUSG00000066975","Cryba4"
"NetPath","EGFR1","ENSMUSG00000014599","Csf1"
"NetPath","EGFR1","ENSMUSG00000032359","Ctsh"
"NetPath","EGFR1","ENSMUSG00000063694","Cycs"
"NetPath","EGFR1","ENSMUSG00000032310","Cyp1a2"
"NetPath","EGFR1","ENSMUSG00000020075","Ddx21"
"NetPath","EGFR1","ENSMUSG00000024190","Dusp1"
"NetPath","EGFR1","ENSMUSG00000031530","Dusp4"
"NetPath","EGFR1","ENSMUSG00000019960","Dusp6"
"NetPath","EGFR1","ENSMUSG00000027490","E2f1"
"NetPath","EGFR1","ENSMUSG00000020122","Egfr"
"NetPath","EGFR1","ENSMUSG00000024772","Ehd1"
"NetPath","EGFR1","ENSMUSG00000030208","Emp1"
"NetPath","EGFR1","ENSMUSG00000029377","Ereg"
"NetPath","EGFR1","ENSMUSG00000058290","Espl1"
"NetPath","EGFR1","ENSMUSG00000019768","Esr1"
"NetPath","EGFR1","ENSMUSG00000027208","Fgf7"
"NetPath","EGFR1","ENSMUSG00000030357","Fkbp4"
"NetPath","EGFR1","ENSMUSG00000031340","Gabre"
"NetPath","EGFR1","ENSMUSG00000036390","Gadd45a"
"NetPath","EGFR1","ENSMUSG00000046352","Gjb2"
"NetPath","EGFR1","ENSMUSG00000059923","Grb2"
"NetPath","EGFR1","ENSMUSG00000034708","Grn"
"NetPath","EGFR1","ENSMUSG00000022367","Has2"
"NetPath","EGFR1","ENSMUSG00000024486","Hbegf"
"NetPath","EGFR1","ENSMUSG00000028864","Hgf"
"NetPath","EGFR1","ENSMUSG00000015217","Hmgb3"
"NetPath","EGFR1","ENSMUSG00000071379","Hpcal1"
"NetPath","EGFR1","ENSMUSG00000031891","Hsd11b2"
"NetPath","EGFR1","ENSMUSG00000004951","Hspb1"
"NetPath","EGFR1","ENSMUSG00000007872","Id3"
"NetPath","EGFR1","ENSMUSG00000003541","Ier3"
"NetPath","EGFR1","ENSMUSG00000031221","Igbp1"
"NetPath","EGFR1","ENSMUSG00000020427","Igfbp3"
"NetPath","EGFR1","ENSMUSG00000015533","Itga2"
"NetPath","EGFR1","ENSMUSG00000001507","Itga3"
"NetPath","EGFR1","ENSMUSG00000022817","Itgb5"
"NetPath","EGFR1","ENSMUSG00000053797","Krt16"
"NetPath","EGFR1","ENSMUSG00000023041","Krt6b"
"NetPath","EGFR1","ENSMUSG00000041782","Lad1"
"NetPath","EGFR1","ENSMUSG00000026822","Lcn2"
"NetPath","EGFR1","ENSMUSG00000034394","Lif"
"NetPath","EGFR1","ENSMUSG00000024768","Lipf"
"NetPath","EGFR1","ENSMUSG00000040249","Lrp1"
"NetPath","EGFR1","ENSMUSG00000015222","Map2"
"NetPath","EGFR1","ENSMUSG00000018411","Mapt"
"NetPath","EGFR1","ENSMUSG00000041859","Mcm3"
"NetPath","EGFR1","ENSMUSG00000009376","Met"
"NetPath","EGFR1","ENSMUSG00000033174","Mgll"
"NetPath","EGFR1","ENSMUSG00000027820","Mme"
"NetPath","EGFR1","ENSMUSG00000031760","Mt3"
"NetPath","EGFR1","ENSMUSG00000017861","Mybl2"
"NetPath","EGFR1","ENSMUSG00000022346","Myc"
"NetPath","EGFR1","ENSMUSG00000037966","Ninj1"
"NetPath","EGFR1","ENSMUSG00000029361","Nos1"
"NetPath","EGFR1","ENSMUSG00000028341","Nr4a3"
"NetPath","EGFR1","ENSMUSG00000038759","Nup205"
"NetPath","EGFR1","ENSMUSG00000042613","Pbxip1"
"NetPath","EGFR1","ENSMUSG00000030417","Pdcd5"
"NetPath","EGFR1","ENSMUSG00000069094","Pde7a"
"NetPath","EGFR1","ENSMUSG00000020388","Pdlim4"
"NetPath","EGFR1","ENSMUSG00000020205","Phlda1"
"NetPath","EGFR1","ENSMUSG00000010760","Phlda2"
"NetPath","EGFR1","ENSMUSG00000030228","Pik3c2g"
"NetPath","EGFR1","ENSMUSG00000023908","Pkmyt1"
"NetPath","EGFR1","ENSMUSG00000021822","Plau"
"NetPath","EGFR1","ENSMUSG00000046223","Plaur"
"NetPath","EGFR1","ENSMUSG00000028517","Ppap2b"
"NetPath","EGFR1","ENSMUSG00000029246","Ppat"
"NetPath","EGFR1","ENSMUSG00000039220","Ppp1r10"
"NetPath","EGFR1","ENSMUSG00000031432","Prps1"
"NetPath","EGFR1","ENSMUSG00000000441","Raf1"
"NetPath","EGFR1","ENSMUSG00000005732","Ranbp1"
"NetPath","EGFR1","ENSMUSG00000052751","Repin1"
"NetPath","EGFR1","ENSMUSG00000020649","Rrm2"
"NetPath","EGFR1","ENSMUSG00000017009","Sdc4"
"NetPath","EGFR1","ENSMUSG00000068874","Selenbp1"
"NetPath","EGFR1","ENSMUSG00000001833","Sept7"
"NetPath","EGFR1","ENSMUSG00000020102","Slc16a7"
"NetPath","EGFR1","ENSMUSG00000027397","Slc20a1"
"NetPath","EGFR1","ENSMUSG00000029304","Spp1"
"NetPath","EGFR1","ENSMUSG00000022114","Spry2"
"NetPath","EGFR1","ENSMUSG00000015837","Sqstm1"
"NetPath","EGFR1","ENSMUSG00000032085","Tagln"
"NetPath","EGFR1","ENSMUSG00000024613","Tcof1"
"NetPath","EGFR1","ENSMUSG00000029999","Tgfa"
"NetPath","EGFR1","ENSMUSG00000039239","Tgfb2"
"NetPath","EGFR1","ENSMUSG00000020044","Timp3"
"NetPath","EGFR1","ENSMUSG00000020601","Trib2"
"NetPath","EGFR1","ENSMUSG00000030137","Tuba8"
"NetPath","EGFR1","ENSMUSG00000035198","Tubg1"
"NetPath","EGFR1","ENSMUSG00000038393","Txnip"
"NetPath","EGFR1","ENSMUSG00000016308","Ube2a"
"NetPath","EGFR1","ENSMUSG00000074781","Ube2n"
"NetPath","EGFR1","ENSMUSG00000021823","Vcl"
"NetPath","EGFR1","ENSMUSG00000039770","Ypel5"
"NetPath","EGFR1","ENSMUSG00000021127","Zfp36l1"
"NetPath","EGFR1","ENSMUSG00000045817","Zfp36l2"
"NetPath","EGFR1","ENSMUSG00000029860","Zyx"
"NetPath","BDNF","ENSMUSG00000025085","Ablim1"
"NetPath","BDNF","ENSMUSG00000043635","Adamts3"
"NetPath","BDNF","ENSMUSG00000025026","Add3"
"NetPath","BDNF","ENSMUSG00000030790","Adm"
"NetPath","BDNF","ENSMUSG00000051149","Adnp"
"NetPath","BDNF","ENSMUSG00000021238","Aldh6a1"
"NetPath","BDNF","ENSMUSG00000028766","Alpl"
"NetPath","BDNF","ENSMUSG00000041688","Amot"
"NetPath","BDNF","ENSMUSG00000069601","Ank3"
"NetPath","BDNF","ENSMUSG00000030519","Apba2"
"NetPath","BDNF","ENSMUSG00000028435","Aqp3"
"NetPath","BDNF","ENSMUSG00000029622","Arpc1b"
"NetPath","BDNF","ENSMUSG00000020052","Ascl1"
"NetPath","BDNF","ENSMUSG00000026628","Atf3"
"NetPath","BDNF","ENSMUSG00000046808","Atp10d"
"NetPath","BDNF","ENSMUSG00000019943","Atp2b1"
"NetPath","BDNF","ENSMUSG00000019087","Atp6ap1"
"NetPath","BDNF","ENSMUSG00000056124","B4galt6"
"NetPath","BDNF","ENSMUSG00000003873","Bax"
"NetPath","BDNF","ENSMUSG00000027381","Bcl2l11"
"NetPath","BDNF","ENSMUSG00000021070","Bdkrb2"
"NetPath","BDNF","ENSMUSG00000017716","Birc5"
"NetPath","BDNF","ENSMUSG00000027358","Bmp2"
"NetPath","BDNF","ENSMUSG00000031377","Bmx"
"NetPath","BDNF","ENSMUSG00000036478","Btg1"
"NetPath","BDNF","ENSMUSG00000020423","Btg2"
"NetPath","BDNF","ENSMUSG00000079105","C7"
"NetPath","BDNF","ENSMUSG00000003814","Calr"
"NetPath","BDNF","ENSMUSG00000038128","Camk4"
"NetPath","BDNF","ENSMUSG00000032185","Carm1"
"NetPath","BDNF","ENSMUSG00000038533","Cbfa2t2"
"NetPath","BDNF","ENSMUSG00000022661","Cd200"
"NetPath","BDNF","ENSMUSG00000041598","Cdc42ep4"
"NetPath","BDNF","ENSMUSG00000031673","Cdh11"
"NetPath","BDNF","ENSMUSG00000024304","Cdh2"
"NetPath","BDNF","ENSMUSG00000023067","Cdkn1a"
"NetPath","BDNF","ENSMUSG00000026605","Cenpf"
"NetPath","BDNF","ENSMUSG00000027350","Chgb"
"NetPath","BDNF","ENSMUSG00000032303","Chrna3"
"NetPath","BDNF","ENSMUSG00000004317","Clcn5"
"NetPath","BDNF","ENSMUSG00000007041","Clic1"
"NetPath","BDNF","ENSMUSG00000022037","Clu"
"NetPath","BDNF","ENSMUSG00000004885","Crabp2"
"NetPath","BDNF","ENSMUSG00000032911","Cspg4"
"NetPath","BDNF","ENSMUSG00000061353","Cxcl12"
"NetPath","BDNF","ENSMUSG00000031285","Dcx"
"NetPath","BDNF","ENSMUSG00000025408","Ddit3"
"NetPath","BDNF","ENSMUSG00000055065","Ddx17"
"NetPath","BDNF","ENSMUSG00000024868","Dkk1"
"NetPath","BDNF","ENSMUSG00000031523","Dlc1"
"NetPath","BDNF","ENSMUSG00000004789","Dlst"
"NetPath","BDNF","ENSMUSG00000028410","Dnaja1"
"NetPath","BDNF","ENSMUSG00000005483","Dnajb1"
"NetPath","BDNF","ENSMUSG00000036052","Dnajb5"
"NetPath","BDNF","ENSMUSG00000035954","Dock4"
"NetPath","BDNF","ENSMUSG00000024501","Dpysl3"
"NetPath","BDNF","ENSMUSG00000024190","Dusp1"
"NetPath","BDNF","ENSMUSG00000031530","Dusp4"
"NetPath","BDNF","ENSMUSG00000034765","Dusp5"
"NetPath","BDNF","ENSMUSG00000038418","Egr1"
"NetPath","BDNF","ENSMUSG00000037868","Egr2"
"NetPath","BDNF","ENSMUSG00000033730","Egr3"
"NetPath","BDNF","ENSMUSG00000058655","Eif4b"
"NetPath","BDNF","ENSMUSG00000040212","Emp3"
"NetPath","BDNF","ENSMUSG00000026610","Esrrg"
"NetPath","BDNF","ENSMUSG00000010663","Fads1"
"NetPath","BDNF","ENSMUSG00000027204","Fbn1"
"NetPath","BDNF","ENSMUSG00000032244","Fem1b"
"NetPath","BDNF","ENSMUSG00000037225","Fgf2"
"NetPath","BDNF","ENSMUSG00000008136","Fhl2"
"NetPath","BDNF","ENSMUSG00000068699","Flnc"
"NetPath","BDNF","ENSMUSG00000033487","Fndc3a"
"NetPath","BDNF","ENSMUSG00000021250","Fos"
"NetPath","BDNF","ENSMUSG00000003545","Fosb"
"NetPath","BDNF","ENSMUSG00000050295","Foxc1"
"NetPath","BDNF","ENSMUSG00000036390","Gadd45a"
"NetPath","BDNF","ENSMUSG00000024907","Gal"
"NetPath","BDNF","ENSMUSG00000047261","Gap43"
"NetPath","BDNF","ENSMUSG00000015053","Gata2"
"NetPath","BDNF","ENSMUSG00000015619","Gata3"
"NetPath","BDNF","ENSMUSG00000022707","Gbe1"
"NetPath","BDNF","ENSMUSG00000037580","Gch1"
"NetPath","BDNF","ENSMUSG00000038508","Gdf15"
"NetPath","BDNF","ENSMUSG00000028214","Gem"
"NetPath","BDNF","ENSMUSG00000029992","Gfpt1"
"NetPath","BDNF","ENSMUSG00000032766","Gng11"
"NetPath","BDNF","ENSMUSG00000008734","Gprc5b"
"NetPath","BDNF","ENSMUSG00000027610","Gss"
"NetPath","BDNF","ENSMUSG00000044927","H1fx"
"NetPath","BDNF","ENSMUSG00000002996","Hbp1"
"NetPath","BDNF","ENSMUSG00000031770","Herpud1"
"NetPath","BDNF","ENSMUSG00000028864","Hgf"
"NetPath","BDNF","ENSMUSG00000015217","Hmgb3"
"NetPath","BDNF","ENSMUSG00000071379","Hpcal1"
"NetPath","BDNF","ENSMUSG00000091971","Hspa1a"
"NetPath","BDNF","ENSMUSG00000090877","Hspa1b"
"NetPath","BDNF","ENSMUSG00000026864","Hspa5"
"NetPath","BDNF","ENSMUSG00000015656","Hspa8"
"NetPath","BDNF","ENSMUSG00000004951","Hspb1"
"NetPath","BDNF","ENSMUSG00000032115","Hyou1"
"NetPath","BDNF","ENSMUSG00000062995","Ica1"
"NetPath","BDNF","ENSMUSG00000020644","Id2"
"NetPath","BDNF","ENSMUSG00000053560","Ier2"
"NetPath","BDNF","ENSMUSG00000060591","Ifitm2"
"NetPath","BDNF","ENSMUSG00000048583","Igf2"
"NetPath","BDNF","ENSMUSG00000020427","Igfbp3"
"NetPath","BDNF","ENSMUSG00000017493","Igfbp4"
"NetPath","BDNF","ENSMUSG00000026185","Igfbp5"
"NetPath","BDNF","ENSMUSG00000042035","Igsf3"
"NetPath","BDNF","ENSMUSG00000004371","Il11"
"NetPath","BDNF","ENSMUSG00000025746","Il6"
"NetPath","BDNF","ENSMUSG00000026102","Inpp1"
"NetPath","BDNF","ENSMUSG00000045294","Insig1"
"NetPath","BDNF","ENSMUSG00000015533","Itga2"
"NetPath","BDNF","ENSMUSG00000022817","Itgb5"
"NetPath","BDNF","ENSMUSG00000038855","Itpkb"
"NetPath","BDNF","ENSMUSG00000031990","Jam3"
"NetPath","BDNF","ENSMUSG00000052684","Jun"
"NetPath","BDNF","ENSMUSG00000052837","Junb"
"NetPath","BDNF","ENSMUSG00000033998","Kcnk1"
"NetPath","BDNF","ENSMUSG00000030677","Kif22"
"NetPath","BDNF","ENSMUSG00000037465","Klf10"
"NetPath","BDNF","ENSMUSG00000000078","Klf6"
"NetPath","BDNF","ENSMUSG00000020911","Krt19"
"NetPath","BDNF","ENSMUSG00000024421","Lama3"
"NetPath","BDNF","ENSMUSG00000025223","Ldb1"
"NetPath","BDNF","ENSMUSG00000019920","Lims1"
"NetPath","BDNF","ENSMUSG00000028063","Lmna"
"NetPath","BDNF","ENSMUSG00000028266","Lmo4"
"NetPath","BDNF","ENSMUSG00000028080","Lrba"
"NetPath","BDNF","ENSMUSG00000042622","Maff"
"NetPath","BDNF","ENSMUSG00000004936","Map2k1"
"NetPath","BDNF","ENSMUSG00000020623","Map2k6"
"NetPath","BDNF","ENSMUSG00000069662","Marcks"
"NetPath","BDNF","ENSMUSG00000034751","Mast4"
"NetPath","BDNF","ENSMUSG00000030218","Mgp"
"NetPath","BDNF","ENSMUSG00000022346","Myc"
"NetPath","BDNF","ENSMUSG00000022443","Myh9"
"NetPath","BDNF","ENSMUSG00000008575","Nfib"
"NetPath","BDNF","ENSMUSG00000003849","Nqo1"
"NetPath","BDNF","ENSMUSG00000021775","Nr1d2"
"NetPath","BDNF","ENSMUSG00000023034","Nr4a1"
"NetPath","BDNF","ENSMUSG00000026826","Nr4a2"
"NetPath","BDNF","ENSMUSG00000028341","Nr4a3"
"NetPath","BDNF","ENSMUSG00000041429","Nthl1"
"NetPath","BDNF","ENSMUSG00000019890","Nts"
"NetPath","BDNF","ENSMUSG00000020032","Nuak1"
"NetPath","BDNF","ENSMUSG00000030659","Nucb2"
"NetPath","BDNF","ENSMUSG00000066306","Numa1"
"NetPath","BDNF","ENSMUSG00000044252","Osbpl1a"
"NetPath","BDNF","ENSMUSG00000019916","P4ha1"
"NetPath","BDNF","ENSMUSG00000018906","P4ha2"
"NetPath","BDNF","ENSMUSG00000061601","Pclo"
"NetPath","BDNF","ENSMUSG00000098239","Pclo"
"NetPath","BDNF","ENSMUSG00000028525","Pde4b"
"NetPath","BDNF","ENSMUSG00000029231","Pdgfra"
"NetPath","BDNF","ENSMUSG00000025823","Pdia4"
"NetPath","BDNF","ENSMUSG00000031636","Pdlim3"
"NetPath","BDNF","ENSMUSG00000020388","Pdlim4"
"NetPath","BDNF","ENSMUSG00000032788","Pdxk"
"NetPath","BDNF","ENSMUSG00000092035","Peg10"
"NetPath","BDNF","ENSMUSG00000036879","Phkb"
"NetPath","BDNF","ENSMUSG00000010760","Phlda2"
"NetPath","BDNF","ENSMUSG00000031538","Plat"
"NetPath","BDNF","ENSMUSG00000041757","Plekha6"
"NetPath","BDNF","ENSMUSG00000021701","Plk2"
"NetPath","BDNF","ENSMUSG00000031146","Plp2"
"NetPath","BDNF","ENSMUSG00000079109","Pms2"
"NetPath","BDNF","ENSMUSG00000028248","Pnisr"
"NetPath","BDNF","ENSMUSG00000031783","Polr2c"
"NetPath","BDNF","ENSMUSG00000028651","Ppie"
"NetPath","BDNF","ENSMUSG00000037754","Ppp1r16b"
"NetPath","BDNF","ENSMUSG00000032058","Ppp2r1b"
"NetPath","BDNF","ENSMUSG00000010175","Prox1"
"NetPath","BDNF","ENSMUSG00000024735","Prpf19"
"NetPath","BDNF","ENSMUSG00000057163","Prss2"
"NetPath","BDNF","ENSMUSG00000071519","Prss3"
"NetPath","BDNF","ENSMUSG00000005779","Psmb4"
"NetPath","BDNF","ENSMUSG00000021518","Ptdss1"
"NetPath","BDNF","ENSMUSG00000037759","Ptger2"
"NetPath","BDNF","ENSMUSG00000047250","Ptgs1"
"NetPath","BDNF","ENSMUSG00000032487","Ptgs2"
"NetPath","BDNF","ENSMUSG00000019889","Ptprk"
"NetPath","BDNF","ENSMUSG00000004044","Ptrf"
"NetPath","BDNF","ENSMUSG00000020674","Pxdn"
"NetPath","BDNF","ENSMUSG00000034353","Ramp1"
"NetPath","BDNF","ENSMUSG00000041992","Rapgef5"
"NetPath","BDNF","ENSMUSG00000026970","Rbms1"
"NetPath","BDNF","ENSMUSG00000028896","Rcc1"
"NetPath","BDNF","ENSMUSG00000030243","Recql"
"NetPath","BDNF","ENSMUSG00000026360","Rgs2"
"NetPath","BDNF","ENSMUSG00000054364","Rhob"
"NetPath","BDNF","ENSMUSG00000032890","Rims3"
"NetPath","BDNF","ENSMUSG00000017144","Rnd3"
"NetPath","BDNF","ENSMUSG00000021464","Ror2"
"NetPath","BDNF","ENSMUSG00000036192","Rorb"
"NetPath","BDNF","ENSMUSG00000028495","Rps6"
"NetPath","BDNF","ENSMUSG00000032518","Rpsa"
"NetPath","BDNF","ENSMUSG00000041959","S100a10"
"NetPath","BDNF","ENSMUSG00000027907","S100a11"
"NetPath","BDNF","ENSMUSG00000094018","S100a2"
"NetPath","BDNF","ENSMUSG00000001020","S100a4"
"NetPath","BDNF","ENSMUSG00000027777","Schip1"
"NetPath","BDNF","ENSMUSG00000036391","Sec24a"
"NetPath","BDNF","ENSMUSG00000028883","Sema3a"
"NetPath","BDNF","ENSMUSG00000037411","Serpine1"
"NetPath","BDNF","ENSMUSG00000070436","Serpinh1"
"NetPath","BDNF","ENSMUSG00000027834","Serpini1"
"NetPath","BDNF","ENSMUSG00000028820","Sfpq"
"NetPath","BDNF","ENSMUSG00000021892","Sh3bp5"
"NetPath","BDNF","ENSMUSG00000022094","Slc39a14"
"NetPath","BDNF","ENSMUSG00000024327","Slc39a7"
"NetPath","BDNF","ENSMUSG00000040010","Slc7a5"
"NetPath","BDNF","ENSMUSG00000056427","Slit3"
"NetPath","BDNF","ENSMUSG00000029304","Spp1"
"NetPath","BDNF","ENSMUSG00000021427","Ssr1"
"NetPath","BDNF","ENSMUSG00000024966","Stip1"
"NetPath","BDNF","ENSMUSG00000032085","Tagln"
"NetPath","BDNF","ENSMUSG00000025927","Tfap2b"
"NetPath","BDNF","ENSMUSG00000032411","Tfdp2"
"NetPath","BDNF","ENSMUSG00000029664","Tfpi2"
"NetPath","BDNF","ENSMUSG00000035493","Tgfbi"
"NetPath","BDNF","ENSMUSG00000032440","Tgfbr2"
"NetPath","BDNF","ENSMUSG00000001131","Timp1"
"NetPath","BDNF","ENSMUSG00000058569","Tmed9"
"NetPath","BDNF","ENSMUSG00000028328","Tmod1"
"NetPath","BDNF","ENSMUSG00000035274","Tpbg"
"NetPath","BDNF","ENSMUSG00000019842","Traf3ip2"
"NetPath","BDNF","ENSMUSG00000020601","Trib2"
"NetPath","BDNF","ENSMUSG00000038393","Txnip"
"NetPath","BDNF","ENSMUSG00000029201","Ugdh"
"NetPath","BDNF","ENSMUSG00000020407","Upp1"
